id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
897,0.05,0,0.166666667,0.129707113,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.072727273,0.149068323,0,0,0,0,1,0.083333333,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1
898,0.1,0.071428571,0.166666667,0.20083682,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.209090909,0.161490683,0,0,0,0,0.236842105,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,0
899,0.1,0.071428571,0.111111111,0.129707113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.209090909,0.055900621,0,0,0,0,0.033783784,0.089285714,0,1,1,0,1,0.168918919,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
900,0.2,0.071428571,0.5,0.405857741,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1,0.540372671,0,0,0.333333333,1,0.994301994,0.98,1,1,1,1,1,0.005698006,1,0,1,0,0,0,0,0,1,0,0,0.5,0,0,1
901,0.05,0,0.222222222,0.20083682,0.018181818,0.111111111,0,0,0,0,0,0,0,0.306818182,1,1,0,0,0,0.072727273,0.254658385,0,0,0,0,0.113122172,0.140449438,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,0.5,1,0
902,0,0,0.166666667,0.225941423,0,0,0,0,0,0,0,0,0,0.204545455,1,1,0,0,0,0.154545455,0.236024845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1
903,0,0,0.166666667,0.255230126,0.127272727,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0.072727273,0.335403727,0,0,0,0,0.3625,0.830188679,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,0,0.5,0.5,0.5,0
904,0,0,0.222222222,0.205020921,0.090909091,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0.027272727,0.291925466,0,0,0,0,0.37755102,0.979166667,1,1,0,1,0,0.020408163,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0.5,0.5,0
905,0.05,0.071428571,0.111111111,0.117154812,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.154545455,0.074534161,0,0,0,0,0.300448431,0.291666667,0,1,0,0,0,0.053811659,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0.5,0
906,0,0,0.111111111,0.276150628,0.036363636,0.111111111,0,0,0,0.157894737,0.052631579,0,0,0.090909091,1,0,0,0,0,0.054545455,0.068322981,0.260638298,0,0.333333333,0,0.152173913,0.574468085,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,1,0.5,1,0
907,0.05,0,0.111111111,0.108786611,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.118181818,0.086956522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
908,0.05,0,0.166666667,0.158995816,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.118181818,0.161490683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
909,0.05,0.071428571,0,0.029288703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.063636364,0.00621118,0,0,0,0,0.251612903,1,1,1,1,0,0,0.019354839,0,0,0,0,0,0,0,0,1,1,0,1,0.5,1,0
910,0.05,0.071428571,0.111111111,0.138075314,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.109090909,0.136645963,0,0,0,0,0.050761421,0.677419355,0,0,0,0,0,0.005076142,0,0,0,0,0,1,0,0,1,1,0,1,0.5,1,0
911,0.05,0,0.222222222,0.221757322,0,0,0,0,0,0,0,0,0,0.113636364,1,1,0,0,0,0.181818182,0.211180124,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0.5,0,1,1,0,1
912,0,0,0.222222222,0.271966527,0.145454545,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.018181818,0.397515528,0,0,0,0,0.262672811,0.666666667,0,1,0,1,0,0.004608295,0,0,0,0,0,1,0,0,1,0,0,0.5,1,1,0
913,0.05,0,0.222222222,0.20083682,0.036363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027272727,0.285714286,0,0,0,0,0.149425287,0.012048193,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.5,1,0.5,1,1,0
914,0.05,0.071428571,0.277777778,0.347280335,0,0,0,0,0.3125,0,0,0,0,0.034090909,1,1,0,0,1,0.063636364,0.47826087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
915,0.05,0.071428571,0.055555556,0.133891213,0.036363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.072727273,0.155279503,0,0,0,0,0.093023256,1,1,1,1,0,1,0.372093023,1,0,0,0,0,1,0,0,1,1,0,0,0,0.5,0
916,0.05,0.071428571,0.111111111,0.10041841,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.063636364,0.111801242,0,0,0,0,0.008547009,0.081632653,0,1,0,0,0,0.307692308,0,0,0,0,0,1,0,0,1,1,1,1,1,0.5,0
917,0,0,0.166666667,0.079497908,0,0,0,0,0,0,0,0,0,0.022727273,1,0,0,0,1,0.072727273,0.074534161,0,0,0,0,0,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
918,0.1,0,0.111111111,0.133891213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.109090909,0.130434783,0,0,0,1,0.666666667,1,0,1,0,0,0,0.333333333,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
919,0,0,0.166666667,0.154811715,0,0,0,0,0.125,0,0,0,0,0.022727273,1,1,0,0,1,0.045454545,0.204968944,0,0,0,0,0.05,0.470588235,0,1,0,0,0,0.05,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1,0
920,0.1,0.071428571,0.055555556,0.20083682,0,0,0,0,0,0,0.105263158,0.071428571,0,0.170454545,1,0,0,0,0,0.127272727,0.068322981,0.122340426,0,0,0,0.300884956,0.142857143,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0.5,1,0.5,0.5,1,0
921,0.05,0.071428571,0.277777778,0.30125523,0.090909091,0,0,0,0,0,0,0,0,0.113636364,1,1,0,0,0,0.272727273,0.267080745,0,0,0,0,0.105617978,0.519736842,0,1,0,0,0,0.08988764,0,0,0,0,1,1,0,0,1,0,0.5,1,0.5,1,0
922,0.05,0,0.111111111,0.20083682,0,0,0,0,0,0,0.105263158,0.071428571,0,0.056818182,1,0,0,0,1,0.118181818,0.124223602,0.079787234,0,0,0,0.037037037,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1,1,1,1,0
923,0.05,0,0.222222222,0.30125523,0.072727273,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.109090909,0.378881988,0,0,0,0,0.4,0.9375,1,1,0,0,0,0.1,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5,1
924,0.15,0.071428571,0.111111111,0.209205021,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.181818182,0.192546584,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0.5,0,0.5,1,0,1
925,0.05,0,0.277777778,0.271966527,0.109090909,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0.154545455,0.304347826,0,0,0,0,0.142857143,1,1,1,1,1,0,0.026785714,0,0,0,0,0,1,0,0,1,0,0,0.5,0.5,1,0
926,0.1,0.142857143,0.333333333,0.284518828,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.163636364,0.316770186,0,0,0,0,0.008474576,0.012345679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,1,1,1,1,0
927,0.1,0.071428571,0.166666667,0.225941423,0.018181818,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,0,0.218181818,0.192546584,0,0,0,0,0.814465409,0.992307692,0,1,0,1,0,0.05345912,0,0,0,0,1,1,0,0,1,0.5,0,0.5,0,0,0
928,0,0,0.166666667,0.29707113,0.2,0,0,0,0,0,0,0,0,0.102272727,1,1,0,0,1,0.036363636,0.422360248,0,0,0,0,0.095238095,0.255319149,0,1,0,1,0,0.052910053,0,0,0,0,0,0,0,0,1,0,1,0.5,0.5,1,0
929,0.05,0.071428571,0.111111111,0.255230126,0.090909091,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0.172727273,0.267080745,0,0,0,0,0.047477745,1,1,1,0,0,0,0.047477745,0,0,0,0,0,1,0,0,1,0.5,0,1,0,1,0
930,0.05,0,0.055555556,0.171548117,0,0,0,0,0,0,0.105263158,0.071428571,0,0.079545455,1,0,0,0,0,0.1,0.074534161,0.095744681,0,0,0,0.12749004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,0
931,0.05,0.071428571,0,0.062761506,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.136363636,0.00621118,0,0,0,0,0.037037037,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
932,0,0,0.166666667,0.19665272,0,0,0,0,0.0625,0,0,0,0,0.147727273,1,1,0,0,0,0.018181818,0.285714286,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.5,1,1,1,0,1
933,0.05,0,0.111111111,0.146443515,0,0,0,0,0.0625,0,0,0,0,0,1,1,0,0,0,0.154545455,0.118012422,0,0,0,0,0.75,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
934,0.05,0.071428571,0.222222222,0.29707113,0.145454545,0,0,0,0,0,0,0,0,0.113636364,1,1,0,0,1,0.136363636,0.354037267,0,0,0,0,0.213333333,0.218181818,0,1,1,0,0,0.013333333,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1,0
935,0.1,0.071428571,0.444444444,0.744769874,0.072727273,0.111111111,0,0,0,0,0.052631579,0,0,0.659090909,1,1,0,0,1,0.136363636,0.782608696,0.196808511,0,0,0,0,0.041666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,1
936,0.1,0.071428571,0.166666667,0.460251046,0.072727273,0,0,0,0,0,0.210526316,0.214285714,0,0.090909091,1,1,0,0,1,0.209090909,0.291925466,0.212765957,0,0,0,0.033163265,0.223140496,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1,0
937,0.1,0.071428571,0.111111111,0.10041841,0,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,0,0.081818182,0.099378882,0,0,0,0,0.089108911,0.24137931,0,1,0,0,0,0.069306931,0,0,0,0,0,1,0,0,1,1,1,1,0.5,1,0
938,0.1,0.142857143,0.277777778,0.405857741,0,0,0,0,0,0,0,0,0,0.431818182,1,1,0,0,0,0.181818182,0.48447205,0,0,0,0,0,1,1,1,1,0,1,0.035714286,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1
939,0.1,0.071428571,0.055555556,0.150627615,0,0,0,0,0,0,0,0,0,0.011363636,1,1,0,0,0,0.181818182,0.105590062,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
940,0.05,0,0.055555556,0.317991632,0,0,0,0,0.0625,0,0.210526316,0.214285714,0,0.068181818,1,0,0,0,0,0.154545455,0.062111801,0.260638298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
941,0,0,0.222222222,0.334728033,0.018181818,0.111111111,0,0,0,0,0.105263158,0.071428571,0,0.045454545,1,0,0,0,0,0.1,0.223602484,0.175531915,0,0,0,0.2,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,0
942,0.05,0,0.166666667,0.175732218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.090909091,0.204968944,0,0,0.333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
943,0,0,0.277777778,0.10460251,0,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0.1,0.093167702,0,0,0,0,0.340909091,0.434782609,0,1,1,0,0,0.022727273,0,0,0,0,0,1,0,0,1,1,0,1,0.5,0.5,0
944,0,0,0.222222222,0.221757322,0.109090909,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0.081818182,0.279503106,0,0,0,0,0.087431694,0.316666667,0,1,0,0,0,0.010928962,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1,0
945,0.1,0.071428571,0.166666667,0.184100418,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.127272727,0.192546584,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
946,0.05,0,0.111111111,0.514644351,0.018181818,0,0,0,0.4375,0,0.105263158,0.142857143,0,0.045454545,1,1,0,0,0,0.127272727,0.136645963,0.462765957,0,0,0,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
947,0.05,0,0.166666667,0.129707113,0.018181818,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0.145454545,0.099378882,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1
948,0.05,0,0.388888889,0.276150628,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.109090909,0.341614907,0,0,0,0,0.923076923,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
949,0,0,0.111111111,0.435146444,0.272727273,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.1,0.583850932,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1,0
950,0.05,0.071428571,0.166666667,0.129707113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.154545455,0.093167702,0,0,0,0,0.022857143,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0.5,1,0
951,0.1,0.071428571,0.111111111,0.158995816,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.136363636,0.149068323,0,0,0,0,0,1,1,1,1,0,1,0.074074074,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
952,0.1,0.071428571,0.111111111,0.188284519,0.018181818,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,0,0.118181818,0.204968944,0,0,0,0,0.006134969,0.307692308,0,1,1,0,0,0.030674847,0,0,0,0,1,1,0,0,1,0.5,0.5,1,0.5,1,0
953,0.05,0.071428571,0.111111111,0.205020921,0,0,0,0,0,0,0.157894737,0.142857143,0,0.022727273,1,0,0,0,1,0.090909091,0.037267081,0.175531915,0,0,0,0.063694268,0.32,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.5,1,1,0.5,1,0
954,0.1,0.071428571,0.055555556,0.138075314,0.036363636,0,0,0,0,0,0,0,0,0.022727273,1,0,0,0,0,0.090909091,0.149068323,0,0,0,0,0,0.009708738,0,1,0,0,0,0.004065041,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
955,0.1,0.142857143,0.777777778,0.468619247,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.172727273,0.583850932,0,0,0,0,0.055555556,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,1,1,1,0
956,0.15,0.071428571,0.277777778,0.255230126,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.190909091,0.254658385,0,0,0,0,0.256756757,0.866666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0.5,1,1
957,0.05,0,0.055555556,0.359832636,0.181818182,0,0,0,0,0,0.052631579,0.071428571,0,0.125,1,1,0,0,0,0.063636364,0.093167702,0.340425532,0,0,0,0.030612245,0.0703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,0
958,0,0,0.111111111,0.322175732,0.181818182,0,0,0,0,0,0,0,0,0.045454545,1,0,0,0,1,0.063636364,0.440993789,0,0,0,0,0.492537313,0.348484849,1,0,0,0,0,0.029850746,0,0,0,0,0,1,0,0,1,0,0,1,0.5,0.5,0
959,0.05,0,0.111111111,0.271966527,0.018181818,0.111111111,0,0,0,0,0.157894737,0.142857143,0,0.068181818,1,0,0,0,1,0.109090909,0.155279503,0.14893617,0,0,0,0.111111111,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,0
960,0,0,0.111111111,0.079497908,0.036363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027272727,0.105590062,0,0,0,0,0.1875,0.988888889,1,1,1,0,0,0.0859375,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
961,0.1,0.071428571,0.055555556,0.384937238,0,0,0,0,0,0.052631579,0.210526316,0.214285714,0,0.068181818,1,1,0,0,1,0.190909091,0.074534161,0.313829787,0,0,0,0.040540541,0.018867925,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
962,0.05,0,0.222222222,0.251046025,0.018181818,0,0,0,0,0,0,0,0,0.215909091,1,1,0,0,0,0.072727273,0.329192547,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.5,0,1,0,0,1
963,0,0,0.111111111,0.615062762,0,0,0,0,0.3125,0,0,0,0,0.829545455,1,1,0,0,1,0.1,0.850931677,0,0,0,0,0.5,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0.5,0.5,0
964,0.1,0.071428571,0.166666667,0.158995816,0,0,0,0,0,0,0,0,0,0.056818182,1,1,0,0,1,0.163636364,0.130434783,0,0,0,0,0.023255814,0.294117647,0,1,1,0,0,0.023255814,0,0,0,0,1,1,0,0,1,1,1,1,0.5,1,0
965,0.1,0,0.055555556,0.121338912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.172727273,0.068322981,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
966,0.1,0.071428571,0.722222222,0.276150628,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.081818182,0.360248447,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,1,1
967,0,0,0.277777778,0.364016736,0.181818182,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0.127272727,0.459627329,0,0,0,0,0.253846154,0.962962963,1,1,1,1,0,0.023076923,0,0,0,0,0,1,0,0,1,0,0,0.5,0.5,1,0
968,0.05,0.071428571,0.166666667,0.125523013,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.190909091,0.062111801,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
969,0.6,0,0.611111111,0.263598326,0.018181818,0,0,1,0,0,0,0,0,0.125,1,0,1,0,1,0.081818182,0.341614907,0,0,0,0,0.974358974,0.009174312,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
970,0.15,0.071428571,0.055555556,0.125523013,0,0,0,0,0,0,0,0,0,0.102272727,1,1,0,0,0,0.127272727,0.105590062,0,0,0,0,0.333333333,0.935483871,1,1,0,0,0,0.045977012,0,0,0,0,1,1,0,0,1,1,0,1,0,0.5,0
971,0.05,0,0.111111111,0.221757322,0,0,0,0,0,0,0,0,0,0.068181818,1,0,0,0,0,0.072727273,0.080745342,0.170212766,0,0,0,0.01875,0.17948718,0,0,0,0,0,0.00625,0,0,0,0,0,1,0,0,1,0.5,1,1,0.5,1,0
972,0,0,0.277777778,0.355648536,0.109090909,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0.081818182,0.47826087,0,0,0,0,0.105058366,0.541666667,0,1,0,1,0,0.038910506,0,0,0,0,1,1,0,0,1,0,0.5,0.5,0.5,1,0
973,0.05,0.071428571,0.277777778,0.456066946,0.109090909,0,0,0,0.125,0,0.157894737,0.142857143,0,0.181818182,1,1,0,0,1,0.118181818,0.322981366,0.234042553,0,0,0,0.129496403,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
974,0.05,0,0.055555556,0.083682008,0,0,0,0,0,0,0,0,0,0.034090909,1,1,0,0,0,0.063636364,0.086956522,0,0,0,0,0.961538462,0.785714286,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
975,0.05,0,0.166666667,0.10041841,0,0,0,0,0,0,0,0,0,0.011363636,1,0,0,0,0,0.063636364,0.111801242,0,0,0,0,0,0.642857143,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.5,0,1
976,0.1,0.071428571,0.111111111,0.347280335,0,0,0,0,0,0,0.105263158,0.071428571,0,0.306818182,1,0,0,0,1,0.136363636,0.105590062,0.271276596,0,0,0,0.009661836,0.176470588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,0
977,0.05,0,0.111111111,0.125523013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.063636364,0.149068323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
978,0.1,0,0.333333333,0.292887029,0,0,0,0,0.0625,0,0,0,0,0.034090909,1,0,0,0,0,0.054545455,0.403726708,0,0,0,0,0.077669903,0.170731707,0,1,1,0,0,0.058252427,0,0,0,0,1,0,0,0,1,0,1,1,0.5,1,0
979,0.15,0.142857143,0.111111111,0.167364017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.245454545,0.086956522,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,1,1,1,0,0,1
980,0.15,0,0.222222222,0.150627615,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.090909091,0.167701863,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
981,0.15,0.071428571,0.222222222,0.552301255,0.036363636,0,0,0,0,0,0.052631579,0,0,0.409090909,1,0,0,0,0,0.181818182,0.217391304,0.409574468,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
982,0.2,0.142857143,0.111111111,0.175732218,0.054545455,0,0,0,0,0,0,0,0,0.034090909,1,0,0,1,1,0.1,0.198757764,0,0,0,1,0,0.166666667,0,0,0,1,0,0.090909091,0,0,0,0,1,0,0,0,1,0.5,1,0.5,1,1,0
983,0,0,0.111111111,0.167364017,0.090909091,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.045454545,0.223602484,0,0,0,0,0.700787402,0.422018349,1,1,0,0,0,0.078740158,0,0,0,0,1,1,0,0,1,1,0.5,1,0.5,0,0
984,0,0,0.111111111,0.368200837,0.163636364,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.072727273,0.50310559,0,0,0,0,0.161538462,0.988764045,1,1,1,0,0,0.076923077,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
985,0.1,0.071428571,0.111111111,0.108786611,0,0,0,0,0,0,0,0,0,0.034090909,1,0,0,0,0,0.1,0.099378882,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
986,0,0,0.166666667,0.087866109,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027272727,0.118012422,0,0,0,0,0.157142857,0.329268293,0,1,1,0,0,0.071428571,0,0,0,0,1,0,0,0,1,1,0.5,1,0.5,1,0
987,0,0,0.277777778,0.343096234,0.163636364,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0.154545455,0.409937888,0,0,0,0,0.378571429,0.329787234,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.5,0.5,0
988,0.35,0.428571429,0.222222222,0.334728033,0.018181818,0.111111111,0,0,0,0,0,0,0,0.136363636,1,1,0,1,1,0.554545455,0.124223602,0,0,0,1,0,1,1,0,0,1,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1
989,0.1,0,0.111111111,0.167364017,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.109090909,0.180124224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
990,0.05,0,0.166666667,0.112970711,0,0,0,0,0,0,0,0,0,0.022727273,1,1,0,0,0,0.054545455,0.136645963,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
991,0.15,0.071428571,0.111111111,0.150627615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.145454545,0.130434783,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
992,0,0,0.277777778,0.267782427,0.109090909,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0.072727273,0.354037267,0,0,0,0,0.132701422,1,1,1,1,1,0,0.028436019,0,0,0,0,0,1,0,0,1,0,0,0.5,0.5,1,0
993,0,0,0.222222222,0.564853556,0.254545455,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.136363636,0.751552795,0,0,0,0,0.136363636,0.416666667,0,1,0,0,0,0.068181818,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1,0
994,0,0,0.277777778,0.376569038,0.054545455,0,0,0,0.125,0,0.157894737,0.142857143,0,0.215909091,1,1,0,0,1,0.090909091,0.223602484,0.234042553,0,0,0,0.288288288,0.893617021,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.5,1,0
995,0.65,0,0.166666667,0.949790795,0,0,0,0,0,0,0.315789474,0.857142857,1,0.840909091,1,0,0,0,1,0.063636364,0.130434783,0.925531915,0,0,0,0,0.666666667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,1,1
996,0.1,0,0.111111111,0.175732218,0.018181818,0.111111111,0,0,0,0,0,0,0,0.045454545,1,1,0,0,0,0.136363636,0.173913043,0,0,0,0,0,0.363636364,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,0,1
997,0.05,0.071428571,0.277777778,0.246861925,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.127272727,0.285714286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1
998,0.1,0.071428571,0.055555556,0.209205021,0,0,0,0,0,0,0.105263158,0.071428571,0,0.056818182,1,1,0,0,0,0.145454545,0.093167702,0.10106383,0,0,0,0.181818182,0.019230769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,0
