id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,
8448,0.1,0.071428571,0.111111111,0.10460251,0,0,0,0,0,0,0,0,0,0.034090909,1,0,0,0,0,0,0.090909091,0.099378882,0,0,0,0,0.5,0.625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5,1,0.5,0.5
8449,0.05,0,0.444444444,0.225941423,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.072727273,0.291925466,0,0,0,0,0.066666667,0.076923077,0,1,1,0,0,0.866666667,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0
8450,0.15,0.071428571,0.166666667,0.125523013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.154545455,0.086956522,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
8451,0.05,0,0.222222222,0.271966527,0,0,0,1,0,0,0,0,0,0.25,1,1,0,0,1,0,0.154545455,0.304347826,0,0,0,0,0,0.1875,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.5,0
8452,0,0,0.111111111,0.359832636,0.072727273,0,0,0,0.1875,0,0.105263158,0.071428571,0,0.011363636,1,0,0,0,1,0,0.018181818,0.291925466,0.196808511,0,0,0,0.129496403,0.130434783,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8453,0.05,0,0.222222222,0.19665272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.190909091,0.167701863,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0
8454,0.2,0.071428571,0.166666667,0.192468619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.145454545,0.192546584,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8455,0.05,0.071428571,0.111111111,0.389121339,0.145454545,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0,0.181818182,0.459627329,0,0,0,0,0.045738046,0.328358209,0,1,0,0,0,0.16008316,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1
8456,0.05,0,0.111111111,0.372384937,0.054545455,0.111111111,0,0,0.0625,0,0,0,0,0.090909091,1,1,0,0,0,0,0.081818182,0.50310559,0,0,0,0,0.36,1,0,1,0,1,0,0.04,0,0,0,0,0,1,0,0,1,0,0,0.5,0,0.5
8457,0.2,0,0.166666667,0.493723849,0,0,0,0,0,0,0.105263158,0,0,0.340909091,1,0,0,0,1,0,0.118181818,0.198757764,0.388297872,0,0.333333333,0,0.952380952,0.040540541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
8458,0,0,0.055555556,0.071129707,0.018181818,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,0,0,0.090909091,0.049689441,0,0,0,0,0.071428571,0.072727273,0,1,0,0,0,0.007936508,0,1,0,0,0,1,0,0,1,1,1,1,0.5,1
8459,0.1,0.071428571,0.166666667,0.112970711,0,0,0,0,0,0.052631579,0,0,0,0.034090909,1,1,0,0,1,0,0.072727273,0.124223602,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
8460,0,0,0.277777778,0.292887029,0.109090909,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.045454545,0.409937888,0,0,0,0,0.069620253,0.111111111,0,1,1,0,0,0.088607595,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8461,0.05,0.071428571,0.277777778,0.221757322,0.018181818,0,0,0,0,0,0,0,0,0.113636364,1,1,0,0,0,0,0.163636364,0.223602484,0,0,0,0,0.072222222,0.64,0,1,0,0,0,0.05,0,0,0,0,0,1,0,0,1,0.5,0.5,1,0.5,1
8462,0,0,0.333333333,0.351464435,0.127272727,0,0,0,0,0,0.052631579,0,0,0.136363636,1,1,0,0,1,0,0.054545455,0.391304348,0.079787234,0,0,0,0.037634409,0.48,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0.5,1
8463,0.15,0.071428571,0.222222222,0.179916318,0,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,0,0,0.127272727,0.186335404,0,0,0,0,0,0.153846154,0,1,1,0,1,0.95890411,0,0,0,0,0,1,0,0,1,0.5,0.5,0,1,0
8464,0.1,0.071428571,0.055555556,0.594142259,0,0,0,0,0.0625,0,0.368421053,0.428571429,0,0.272727273,1,0,0,0,0,0,0.109090909,0.093167702,0.611702128,0,0,0,0.029850746,0.153846154,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0.5,1
8465,0.05,0,0.055555556,0.309623431,0.036363636,0.222222222,0,0,0.25,0,0.157894737,0.142857143,0,0.159090909,1,0,0,0,0,0,0.036363636,0.105590062,0.281914894,0,0,0,0.340136054,0.333333333,0,1,1,0,0,0.013605442,0,0,0,0,0,1,0,0,1,0,0.5,1,0.5,0.5
8466,0.05,0.071428571,0.111111111,0.192468619,0.036363636,0,0,0,0,0,0.105263158,0.071428571,0,0.079545455,1,0,0,0,0,0,0.045454545,0.062111801,0.164893617,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1
8467,0.05,0,0.111111111,0.188284519,0,0,0,0,0,0,0.157894737,0.142857143,0,0.056818182,1,1,0,0,1,0,0.054545455,0.124223602,0.10106383,0,0,0,0.076923077,0.045454546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1
8468,0,0,0.222222222,0.158995816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.136363636,0.149068323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
8469,0.15,0.071428571,0.111111111,0.242677824,0.036363636,0.111111111,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.209090909,0.223602484,0,0,0,0,0.2,0,0,1,0,0,0,0.8,0,0,0,0,1,0,0,0,1,0.5,1,1,0.5,0
8470,0.1,0,0.222222222,0.142259414,0,0,0,1,0,0,0,0,0,0.102272727,1,0,1,0,0,0,0.063636364,0.173913043,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
8471,0.05,0.071428571,0.222222222,0.389121339,0.145454545,0,0,0,0,0,0,0,0,0.045454545,1,1,0,0,1,0,0.127272727,0.49689441,0,0,0,0,0.095238095,0.482758621,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,1,0.5,1
8472,0.1,0.142857143,0.222222222,0.40167364,0.090909091,0.444444444,0,0,0,0,0,0,0,0.238636364,1,1,0,1,1,0,0.472727273,0.279503106,0,0,0,0,0.055555556,0.090909091,0,1,1,0,0,0.944444444,0,0,1,0,0,1,0,0,0.5,0,1,1,1,0
8473,0.15,0.071428571,0.277777778,0.271966527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.163636364,0.298136646,0,0,0,0,0.909090909,0.315789474,1,1,0,0,0,0.090909091,0,0,0,0,0,1,0,0,1,0,0.5,1,0.5,0
8474,0,0,0.222222222,0.380753138,0.163636364,0,0,0,0,0,0,0,0,0.113636364,1,1,0,0,1,0,0.045454545,0.540372671,0,0,0,0,0.177419355,0.051282051,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
8475,0.1,0,0.166666667,0.225941423,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.127272727,0.254658385,0,0,0,0,0.5,0.066666667,1,1,1,0,0,0.5,0,0,0,0,0,1,0,0,1,0.5,1,1,0.5,0
8476,0.05,0.071428571,0.222222222,0.133891213,0,0,0,0,0,0,0,0,0,0.011363636,1,0,0,0,0,0,0.145454545,0.105590062,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
8477,0.1,0.071428571,0.111111111,0.192468619,0.054545455,0,0,0,0,0,0,0,0,0.034090909,1,1,0,0,1,0,0.118181818,0.211180124,0,0,0,0,0.006289308,0.209677419,0,1,0,0,0,0.005503145,0,0,0,0,1,1,0,0,1,0.5,1,1,0.5,1
8478,0.05,0,0.111111111,0.146443515,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.136363636,0.130434783,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
8479,0.1,0,0.111111111,0.451882845,0,0,0,0,0,0,0,0,0,0.897727273,1,1,0,0,0,0,0.081818182,0.621118012,0,0,0,0,0,0.071428571,0,1,0,0,0,0.960784314,0,0,0,0,0,0,0,0,1,0,1,1,1,0
8480,0.15,0,0.166666667,0.150627615,0,0,0,0,0.0625,0,0.052631579,0.071428571,0,0.102272727,1,0,1,0,0,0,0.063636364,0.136645963,0.037234043,0,0,0,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0.5,0.5
8481,0.15,0.071428571,0.166666667,0.267782427,0,0,0,0,0,0.052631579,0,0,0,0.022727273,1,1,0,0,0,0,0.263636364,0.223602484,0,0,0.333333333,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
8482,0.05,0.071428571,0.166666667,0.171548117,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.072727273,0.211180124,0,0,0,0,0,0.083333333,0,0,0,0,0,0.079545455,0,0,0,0,0,1,0,0,1,0.5,1,1,0.5,1
8483,0.05,0,0.166666667,0.384937238,0.181818182,0,0,0,0,0,0,0,0,0.113636364,1,1,0,0,1,0,0.081818182,0.52173913,0,0,0,0,0.047619048,0.379310345,0,1,0,1,0,0.047619048,0,0,0,0,0,1,0,0,1,0,0,0.5,0.5,1
8484,0.05,0,0.055555556,0.158995816,0.054545455,0.333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.254545455,0.068322981,0,0,0.333333333,0,0.2,0.2,0,1,0,1,0,0.076923077,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,1
8485,0,0,0,0.150627615,0,0,0,0,0.1875,0,0.052631579,0,0,0,1,0,0,0,0,0,0.1,0.00621118,0.127659574,0,0,0,0.1875,0.166666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
8486,0,0,0.111111111,0.230125523,0.109090909,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0,0.127272727,0.260869565,0,0,0,0,0.379746835,0.397959184,0,1,1,0,0,0.050632911,0,0,0,0,0,1,0,0,1,0.5,0,1,0.5,0.5
8487,0.1,0.071428571,0.222222222,0.481171548,0.072727273,0.111111111,0,0,0.125,0.157894737,0,0,0,0.056818182,1,1,0,0,0,0,0.145454545,0.621118012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
8488,0,0,0.277777778,0.322175732,0.127272727,0,0,0,0,0,0,0,0,0.056818182,1,1,0,0,1,0,0.045454545,0.453416149,0,0,0,0,0.074626866,0.487179487,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,1,0,1
8489,0.1,0.071428571,0.222222222,0.184100418,0.018181818,0,0,0,0,0,0,0,0,0.034090909,1,1,0,0,0,0,0.127272727,0.192546584,0,0,0,0,0.393939394,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0.5
8490,0.1,0.071428571,0.166666667,0.188284519,0,0,0,0,0.0625,0,0,0,0,0,1,0,0,0,1,0,0.118181818,0.204968944,0,0,0,1,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,0,0
8491,0.1,0.071428571,0.277777778,0.217573222,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.090909091,0.267080745,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,0,0
8492,0,0,0,0.033472803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.072727273,0.00621118,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,1
8493,0.05,0.071428571,0.111111111,0.125523013,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.218181818,0.043478261,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
8494,0.2,0.142857143,0.166666667,0.154811715,0,0,0,0,0,0,0,0,0,0.056818182,1,1,0,0,1,0,0.090909091,0.173913043,0,0,0.333333333,0,0.818181818,0.153846154,1,1,0,0,0,0.090909091,0,0,0,0,0,1,0,0,0.5,1,0.5,1,0.5,0
8495,0.05,0.071428571,0.222222222,0.221757322,0.072727273,0,0,0,0,0,0,0,0,0.011363636,1,0,0,0,1,0,0.136363636,0.242236025,0,0,0,0,0.014285714,0.982758621,1,1,1,0,1,0.019047619,0,0,0,0,0,1,0,0,1,0.5,0,0,0,1
8496,0.05,0.071428571,0.388888889,0.251046025,0.054545455,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0,0.072727273,0.329192547,0,0,0,0,0.275,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,1,1
8497,0.05,0,0.111111111,0.133891213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.145454545,0.105590062,0,0,0,0,0,0.583333333,0,1,0,0,0,0.8,0,0,0,0,0,1,0,1,1,1,1,1,0,0
8498,0,0,0.166666667,0.125523013,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.081818182,0.136645963,0,0,0,0,0.116883117,0.1,0,1,1,0,1,0.025974026,0,0,0,0,0,0,0,0,1,1,1,0,0.5,1
8499,0.05,0,0.222222222,0.163179916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.081818182,0.192546584,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0.5,1,0
8500,0.1,0.071428571,0.111111111,0.234309623,0,0,0,0,0,0,0.105263158,0.071428571,0,0.079545455,1,0,0,0,0,0,0.136363636,0.111801242,0.122340426,0,0,0,0.007633588,0.02631579,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1
8501,0,0,0.222222222,0.251046025,0.072727273,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.127272727,0.291925466,0,0,0,0,0.038904899,0.008595989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,1,1
8502,0.05,0.071428571,0.166666667,0.163179916,0.018181818,0,0,0,0,0,0,0,0,0.056818182,1,1,0,0,1,0,0.118181818,0.167701863,0,0,0,0,0.044444444,0.148148148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1
8503,0.15,0.071428571,0.166666667,0.171548117,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.154545455,0.155279503,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0
8504,0.1,0,0.333333333,0.221757322,0.018181818,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0,0.109090909,0.260869565,0,0,0,0,0.075471698,0.036363636,0,1,0,1,0,0.056603774,0,0,0,0,0,0,0,0,1,0.5,1,0.5,1,1
8505,0.1,0.142857143,0.111111111,0.125523013,0,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,0,0,0.172727273,0.074534161,0,0,0,0,0,0.083333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1
8506,0.1,0,0.333333333,0.29707113,0.054545455,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.118181818,0.366459627,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
8507,0.15,0.142857143,0.222222222,0.267782427,0.072727273,0.444444444,0,0,0.25,0,0,0,0,0.102272727,1,0,0,0,0,0,0.272727273,0.217391304,0,0,0.333333333,0,0.923076923,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,1,1,0,0
8508,0.2,0,0.222222222,0.188284519,0,0,0,0,0,0,0,0,0,0.136363636,1,0,1,0,0,0,0.090909091,0.223602484,0,0,0,0,0.666666667,0,0,1,0,0,0,0.333333333,1,0,0,0,1,0,0,0,1,0.5,1,1,1,0
8509,0.1,0,0.222222222,0.188284519,0.036363636,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.054545455,0.248447205,0,0,0.333333333,0,0.888888889,0,0,1,0,0,0,0.111111111,0,0,0,0,0,0,0,1,1,0.5,1,1,1,0
8510,0.1,0.071428571,0.166666667,0.175732218,0.018181818,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.272727273,0.080745342,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0.5,0,1,1,0
8511,0.1,0.071428571,0.111111111,0.150627615,0.054545455,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0,0.072727273,0.180124224,0,0,0,0,0.022222222,0.333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5,1,0.5,1
8512,0.2,0.071428571,0.111111111,0.163179916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.145454545,0.149068323,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
8513,0,0,0.388888889,0.19665272,0,0,0,0,0,0,0,0,0,0.011363636,1,1,0,0,1,0,0.090909091,0.236024845,0,0,0,0,0.088495575,0.148148148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1
8514,0.05,0.071428571,0.111111111,0.138075314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.109090909,0.136645963,0,0,0,0,0.3,0.666666667,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,1,1,0.5,1,0.5,0.5
8515,0.1,0.071428571,0.166666667,0.163179916,0.018181818,0,0,0,0,0,0,0,0,0.034090909,1,0,0,0,1,0,0.163636364,0.136645963,0,0,0,0,0.095744681,0.897435897,0,1,1,0,1,0.117021277,0,0,0,0,0,1,0,0,1,1,0,0,0,1
8516,0.1,0.071428571,0.166666667,0.163179916,0,0,0,0,0.0625,0,0,0,0,0,1,0,0,0,0,0,0.090909091,0.186335404,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
8517,0.1,0.071428571,0.222222222,0.209205021,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.127272727,0.229813665,0,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1
8518,0.15,0.071428571,0.277777778,0.238493724,0,0,0,0,0.0625,0,0,0,0,0,1,0,0,0,1,0,0.063636364,0.316770186,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0
8519,0.2,0.071428571,0.222222222,0.20083682,0,0,0,0,0.0625,0,0,0,0,0.011363636,1,0,0,0,1,0,0.045454545,0.273291925,0,0,0.333333333,1,1,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,0.5,0
8520,0.1,0.071428571,0.333333333,0.870292887,0,0,0,0,0,0,0.052631579,0,0,0.056818182,1,1,0,0,0,0,0.081818182,0.291925466,0.808510638,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,1
8521,0.05,0.071428571,0.166666667,0.121338912,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.118181818,0.105590062,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
8522,0.1,0.071428571,0.277777778,0.234309623,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.081818182,0.298136646,0,0,0.333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,1,1,1
8523,0.05,0,0.166666667,0.121338912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.036363636,0.161490683,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8524,0.05,0,0.222222222,0.171548117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.172727273,0.142857143,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0
8525,0,0,0.222222222,0.138075314,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.109090909,0.136645963,0,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8526,0,0,0.333333333,0.146443515,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.054545455,0.186335404,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0.5,1,0
8527,0.15,0.071428571,0.111111111,0.489539749,0,0,0,0,0,0.421052632,0.052631579,0,0,0.170454545,1,0,0,0,0,0,0.154545455,0.068322981,0.473404255,0,0.333333333,0,0.127906977,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1
8528,0.1,0.071428571,0.277777778,0.209205021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.063636364,0.273291925,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,1,0,0
8529,0.05,0.071428571,0.277777778,0.372384937,0.145454545,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0,0.063636364,0.51552795,0,0,0,0,0.14375,0.148148148,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.5,1
8530,0.1,0.071428571,0.055555556,0.171548117,0,0,0,0,0,0,0.052631579,0,0,0.022727273,1,1,0,0,0,0,0.136363636,0.062111801,0.085106383,0,0,0,0.203703704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,1,1
8531,0.15,0,0.111111111,0.129707113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.090909091,0.136645963,0,0,0,0,0.022222222,0.102564103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1
8532,0.15,0.071428571,0.111111111,0.184100418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.181818182,0.155279503,0,0,0,0,0.173184358,0.257142857,0,0,0,0,0,0.011173184,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1
8533,0,0,0.166666667,0.20083682,0.090909091,0,0,0,0,0,0,0,0,0.102272727,1,1,0,0,1,0,0.027272727,0.285714286,0,0,0,0,0.192307692,0.37037037,0,1,0,0,0,0.057692308,0,0,0,0,0,1,0,0,1,0.5,0,1,0.5,1
8534,0.05,0.071428571,0.277777778,0.259414226,0.018181818,0.111111111,0,0,0,0,0,0,0,0.25,1,1,0,1,0,0,0.109090909,0.316770186,0,0,0,1,0.192982456,1,1,1,1,0,0,0.01754386,0,0,0,0,0,1,0,0,1,0.5,0,1,0,1
8535,0.1,0.071428571,0.333333333,0.372384937,0.036363636,0.111111111,0,0,0,0,0,0,0,0.25,1,1,0,0,0,0,0.190909091,0.428571429,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0
8536,0.1,0.071428571,0.222222222,0.19665272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.145454545,0.198757764,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0
8537,0.05,0,0.388888889,0.334728033,0.018181818,0.111111111,0,0,0,0,0,0,0,0.147727273,1,1,0,0,1,0,0.190909091,0.372670807,0,0,0.666666667,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1
8538,0.1,0.071428571,0.111111111,0.133891213,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.145454545,0.105590062,0,0,0,0,0.875,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
8539,0.05,0.071428571,0.055555556,0.422594142,0.109090909,0,0,0,0,0,0.157894737,0.142857143,0,0.420454545,1,0,0,0,0,0,0.063636364,0.031055901,0.473404255,0,0,0,0.03030303,0.08,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
8540,0.05,0.071428571,0.222222222,0.129707113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.172727273,0.080745342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8541,0.05,0.071428571,0.166666667,0.447698745,0.2,0,0,0,0.125,0,0,0,0,0.238636364,1,1,0,0,1,0,0.181818182,0.546583851,0,0,0,0,0.076923077,0.566666667,0,0,0,0,0,0.034188034,0,0,0,0,1,1,0,0,1,0,1,1,0.5,1
8542,0,0,0.222222222,0.221757322,0,0,0,0,0.0625,0,0.052631579,0,0,0.068181818,1,1,0,0,0,0,0.054545455,0.229813665,0.053191489,0,0,0,0.151515152,0.114285714,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0.5,1
8543,0.15,0,0.277777778,0.167364017,0,0,0,1,0,0,0,0,0,0.102272727,1,0,1,0,1,0,0.063636364,0.211180124,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
8544,0,0,0.055555556,0.443514644,0.036363636,0.111111111,0,0,0.375,0,0.210526316,0.214285714,0,0.079545455,1,0,0,0,0,0,0.118181818,0.130434783,0.382978723,0,0,0,0.096296296,0.833333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.5,1
8545,0.2,0.285714286,0.111111111,0.255230126,0.018181818,0.111111111,0,0,0,0,0,0,0,0.079545455,1,1,0,1,1,0,0.527272727,0.02484472,0,0,0,0,0,0,0,1,0,0,0,0.975,0,0,0,0,0,0,0,0,0,0.5,1,1,1,0
8546,0,0,0.222222222,0.284518828,0.109090909,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0,0.072727273,0.378881988,0,0,0,1,0.189189189,0.470588235,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,1
8547,0,0,0.277777778,0.288702929,0.181818182,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,0,0,0.027272727,0.416149068,0,0,0,0,0.079136691,0.557377049,0,1,0,0,0,0.028776978,0,0,0,0,0,1,0,0,1,0,0.5,1,0.5,1
8548,0.1,0.071428571,0.277777778,0.334728033,0.072727273,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0,0.127272727,0.416149068,0,0,0,0,0.01754386,0.04,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
